"","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038"
"0",0.016581091593412,0.0160618472462141,0.0155747581381686,0.015116818972687,0.0146853628312509,0.0142780177100871,0.0138926693377308,0.0135274292669251,0.0131806074104332,0.0128506883332337,0.0125363107299486,0.0122362496114577,0.0119494008026487,0.0116747674174326,0.011411448030132,0.011158626306225,0.0109155618918717,0.0106815823920149,0.0104560762922175,0.0102384867006615,0.0100283058045944,0.00982506995056439,0.00962835527049552,0.00943777378642808,0.0092529699358874,0.00907361746763037,0.00889941666415714,0.0087300918530548,0.00856538917410813,0.00840507457329452
"1",0.00222254855657146,0.0021505909626043,0.00208324423852549,0.0020200680943106,0.001960672738754,0.00190471226876291,0.00185187903210292,0.00180189880478344,0.00175452665253216,0.00170954336865105,0.00166675239908074,0.001625977180594,0.00158705883037441,0.00154985413535279,0.00151423379799757,0.00148008090212718,0.00144728956800292,0.00141576377068771,0.00138541629959439,0.00135616784043811,0.00132794616356473,0.00130068540494415,0.00127432542806978,0.00124881125665444,0.00122409256940963,0.00120012324938095,0.0011768609813221,0.00115426689145067,0.00113230522466595,0.00111094305494004
"2",0.00168770367228496,0.00163114364914275,0.00157833347675751,0.00152890725344871,0.00148254184734375,0.00143895118799988,0.0013978814147618,0.00135910673954186,0.00132242590747012,0.00128765915960203,0.0012546456186365,0.00122324103219951,0.00119331581932602,0.00116475337482595,0.00113744859364428,0.00111130658343465,0.00108624153860847,0.00106217575329838,0.0010390387541436,0.00101676653669527,0.000995300891655073,0.000974588809183776,0.000954581951217364,0.000935236183160665,0.000916511157538968,0.00089836994321305,0.000880778694633376,0.000863706356350074,0.000847124398627273,0.00083100658055101
"3",0.00134376619766633,0.00129709539362487,0.00125362582803356,0.00121303823409612,0.0011750513957483,0.00113941696793381,0.00110591508939404,0.00107435065390744,0.00104455013060291,0.00101635884376985,0.000989638638527924,0.00096426587160394,0.000940129676918194,0.000917130464195684,0.000895178615775782,0.000874193352499842,0.0008541017442514,0.000834837844599502,0.000816341932205462,0.000798559844319532,0.000781442389915396,0.000764944831866515,0.000749026429123736,0.000733650031160458,0.000718781718052798,0.0007043904804924,0.000690447934817274,0.00067692806881502,0.000663807014622079,0.000651062845528456
"4",0.00110815831843911,0.00106822372987296,0.00103112288565175,0.000996566858291824,0.000964301847415884,0.000934104300985218,0.000905776797690379,0.00087914455934888,0.000854052486735814,0.00083036263189959,0.00080795203575346,0.000786710872405197,0.000766540851930054,0.000747353841602718,0.000729070672371904,0.000711620102892305,0.000694937917964658,0.00067896614196704,0.000663652350941647,0.000648949069552908,0.000634813241252252,0.000621205761750779,0.000608091067376581,0.000595436771129927,0.000583213340288409,0.00057139381028954,0.000559953530357692,0.000548869936968551,0.000538122351775984,0.000527691801078854
"5",0.00093644085887488,0.000901384461535694,0.000868901361411469,0.000838723250635784,0.000810615113381071,0.000784370506477051,0.000759807590983673,0.000736765782896146,0.00071510291630254,0.000694692832305696,0.000675423322985507,0.000657194372479294,0.000639916647565372,0.00062351019846633,0.000607903337348556,0.000593031667499526,0.000578837240663462,0.000565267823705579,0.00055227625881108,0.000539819903931267,0.000527860142264663,0.00051636195128497,0.000505293523264172,0.00049462593043922,0.000484332828976542,0.000474390196733597,0.000464776100528786,0.000455470489232459,0.000446455009501165,0.000437712841409826
"6",0.000820310132706115,0.000773631560301118,0.000744670056630042,0.000717834457569664,0.000692903103170643,0.000669681837379605,0.000648000109167702,0.000627707694052968,0.000608671927112674,0.0005907753593534,0.000573913765822201,0.000557994447030914,0.000542934775841731,0.000528660950477392,0.000515106921202396,0.000502213463806215,0.000489927377567504,0.000478200789095107,0.000466990546489807,0.000456257690778918,0.000445966993646253,0.00043608655219469,0.000426587432902793,0.000417443358123634,0.000408630429465502,0.000400126883225031,0.000391912873741451,0.000383970281128876,0.000376282540340437,0.000368834488938917
"7",0.000721478471115473,0.000684894203166021,0.000645921280148745,0.000621740710887877,0.000599335104151913,0.000578519391381625,0.000559131467599684,0.000541028936160793,0.000524086371481663,0.000508193008824763,0.000493250787552354,0.000479172688056541,0.000465881313582675,0.000453307676993507,0.000441390159631154,0.000430073615180625,0.000419308596101462,0.000409050683991159,0.000399259908347363,0.000389900240740763,0.0003809391535047,0.000372347233776185,0.000364097845154624,0.000356166830433715,0.000348532249852706,0.000341174150141127,0.000334074360324756,0.000327216310843524,0.000320584873023152,0.000314166216357197
"8",0.000641938602805499,0.000610917041431125,0.000579939051604142,0.000546938451061167,0.000526463381569308,0.0005074912742555,0.0004898654209972,0.000473448558248624,0.000458120110634709,0.000443773873148194,0.000430316054957538,0.000417663622518304,0.000405742891356836,0.000394488325219092,0.00038384150875455,0.000373750265925147,0.000364167901195328,0.00035505254450752,0.000346366584262583,0.000338076175152555,0.000330150809847944,0.000322562945314998,0.00031528767600219,0.000308302447347331,0.000301586804063681,0.000295122168502337,0.000288891645089209,0.000282879847422268,0.000277072745108341,0.000271457527834577
"9",0.000581631376254706,0.000556216337409899,0.000529337288271895,0.000502495992287228,0.000473902178040631,0.000456161278659907,0.000439722641075385,0.000424450483426336,0.00041022587186712,0.000396944332242099,0.000384513841794122,0.000372853134195574,0.000361890263914958,0.000351561386048909,0.000341809715828556,0.000332584638487668,0.000323840945396219,0.000315538176579307,0.000307640053162333,0.000300113986069293,0.000292930649577834,0.000286063610201949,0.000279489002909548,0.000273185247950498,0.000267132802620998,0.000261313943162697,0.000255712572721808,0.000250314051900889,0.000245105048944934,0.00024007340703105
"10",0.000550039611367178,0.000522973167969887,0.000500121265680273,0.000475953000257184,0.000451818680537521,0.000426108586083578,0.000410156877268424,0.000395376095615886,0.000381644153025565,0.00036885411027002,0.000356912029535069,0.000345735168666835,0.000335250457142413,0.000325393205221763,0.000316106006835107,0.00030733780402429,0.000299043086581779,0.000291181205221051,0.000283715780403253,0.000276614192020952,0.000269847137644784,0.000263388249085981,0.000257213758706686,0.000251302208291362,0.000245634194433051,0.000240192145332613,0.00023496012469357,0.00022992365904877,0.000225069585401218,0.000220385916519079
"11",0.000540628472213825,0.000519056853036189,0.000493515014517033,0.000471950319460153,0.000449143409676563,0.000426368533494973,0.000402106643182462,0.000387053465907532,0.000373105259539428,0.00036014681298448,0.000348077210712764,0.000336807806260999,0.000326260518194475,0.000316366391923584,0.000307064381566912,0.000298300314637044,0.000290026009180291,0.000282198518498606,0.000274779483007871,0.000267734572364303,0.00026103300389342,0.000254647125719867,0.00024855205492831,0.000242725362669887,0.000237146799432385,0.000231798054768436,0.000226662546667264,0.000221725236495781,0.000216972466051636,0.000212391813786172
"12",0.000557905209145997,0.000537816386063563,0.000516356971948453,0.00049094798964025,0.000469495463629991,0.000446807184289356,0.000424150771927517,0.000400015080158429,0.000385040202184236,0.000371164547596077,0.000358273504572314,0.000346266682496484,0.00033505589600106,0.000324563469792945,0.000314720807950742,0.000305467182123998,0.000296748701604207,0.000288517435056749,0.000280730659171396,0.000273350213891913,0.000266341947444256,0.00025967523727043,0.000253322575326677,0.000247259208126474,0.000241462823484916,0.000235913277217893,0.000230592354120072,0.000225483558432227,0.000220571929744917,0.000215843880899113
"13",0.000606930616202564,0.000584566721166777,0.000563517881240415,0.00054103295164703,0.000514409709503752,0.000491931997188144,0.000468159476613596,0.000444420345896326,0.000419131243071593,0.00040344073655948,0.000388901983786301,0.00037539489579127,0.000362814284430346,0.00035106775008025,0.000340073905453936,0.000329760876526572,0.000320065032824514,0.000310929908277438,0.000302305280979079,0.000294146385931784,0.00028641323946344,0.000279070057734341,0.000272084754777144,0.000265428507977038,0.000259075380912894,0.0002530019951316,0.000247187243786576,0.000241612041193228,0.000236259103282994,0.000231112754709328
"14",0.000689181380934575,0.000663300270456739,0.000638859292806746,0.000615855508118288,0.00059128225463207,0.000562186336181684,0.000537620970289489,0.000511640538744949,0.000485696598194226,0.000458058729391022,0.00044091094192529,0.000425021879173947,0.000410260298721403,0.000396511242906055,0.000383673730341443,0.000371658814765724,0.000360387946738751,0.000349791586004602,0.000339808022116124,0.000330382368726972,0.00032146570321855,0.000313014328371079,0.000304989136863358,0.000297355062692375,0.000290080606296747,0.000283137422368641,0.000276499961143624,0.000270145155442892,0.000264052146968288,0.000258202046365666
