"","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038"
"0",0.0184219818636156,0.0177652806047328,0.0171319892344608,0.0165212732441439,0.0159323278734395,0.0153643770498592,0.0148166723661128,0.0142884920939077,0.0137791402329041,0.0132879455935726,0.0128142609127457,0.0123574620006984,0.0119169469186332,0.011492135185485,0.0110824670130032,0.0106874025681,0.0103064212614947,0.00993902106171662,0.00958471783356159,0.00924304470013135,0.0089135514276146,0.00859580383199936,0.00828938320693442,0.00799388577198647,0.00770892214056539,0.00743411680681692,0.00716910765080635,0.00691354546134129,0.00666709347580473,0.00642942693639194
"1",0.00204218525800167,0.00193338992719771,0.0018303905563628,0.00173287837165788,0.00164056104885436,0.00155316183699792,0.00147041872875826,0.00139208367497763,0.00131792184106342,0.00124771090299575,0.00118124038083953,0.00111831100776288,0.0010587341326706,0.00100233115466161,0.00094893298761519,0.000898379553300715,0.000850519301491582,0.000805208755644499,0.000762312082782261,0.000721700686290593,0.000683252820408309,0.000646853225255129,0.000612392781302997,0.000579768182255109,0.000548881625351955,0.000519640518176003,0.000491957201076057,0.000465748684379179,0.000440936399602369,0.000417445963918202
"2",0.00170031845891131,0.00162219196844794,0.00154765524581902,0.00147654334782757,0.00140869891011167,0.00134397179891094,0.00128221877883382,0.00122330319589022,0.00116709467508834,0.00111346883192628,0.00106230699714007,0.00101349595409912,0.00096692768826774,0.000922499148178497,0.000880112017388431,0.000839672496913411,0.000801091097659259,0.000764282442390267,0.000729165076796907,0.000695661289244619,0.000663696938804816,0.000633201291187542,0.000604106862212729,0.000576349268473648,0.000549867084862109,0.00052460170864011,0.000500497229757147,0.000477500307126193,0.000455560050584581,0.000434627908278557
"3",0.00146444697014744,0.0014081176468801,0.00135395500682113,0.00130187570943217,0.00125179961983289,0.00120364968549666,0.00115735181768916,0.00111283477746743,0.00107003006606378,0.00102887181948623,0.000989296707172905,0.000951243834544785,0.000914654649306661,0.000879472851352186,0.000845644306134412,0.000813116961368467,0.000781840766938245,0.000751767597883845,0.000722851180351262,0.000695047020390397,0.000668312335491818,0.000642605988756929,0.000617888425600256,0.000594121612886458,0.000571268980408394,0.000549295364616224,0.000528166954510938,0.000507851239619073,0.00048831695996855,0.000469534057988683
"4",0.00129190842970652,0.00125156286661148,0.00121247727243067,0.00117461229905383,0.00113792982718975,0.00110239292799091,0.00106796582587665,0.00103461386251727,0.00100230346194292,0.000971002096742156,0.000940678255316008,0.000911301410154775,0.000882841987105459,0.000855271335598988,0.000828561699807212,0.00080268619070066,0.000777618758978905,0.00075333416884631,0.000729807972606735,0.000707016486051644,0.000684936764616814,0.000663546580283676,0.000642824399201993,0.000622749360011387,0.000603301252839858,0.000584460498958181,0.000566208131069668,0.000548525774215488,0.000531395627276287,0.000514800445051512
"5",0.00115317917236048,0.00112470340844337,0.00109693080423474,0.00106984399642251,0.00104342605045155,0.00101766044993623,0.000992531086334524,0.00096802224887694,0.000944118614744262,0.000920805239487773,0.000898067547686057,0.0008758913238325,0.000854262703447825,0.000833168164412075,0.000812594518510644,0.000792528903189061,0.000772958773511378,0.000753871894317129,0.000735256332571961,0.000717100449907151,0.000699392895343353,0.000682122598194008,0.000665278761144005,0.00064885085349924,0.000632828604602879,0.000617201997414181,0.00060196126224589,0.000587096870656271,0.000572599529491965,0.000558460175077953
"6",0.00102954045161491,0.00100960605789879,0.000990057642268523,0.000970887731254653,0.000952088996092156,0.000933654249918637,0.00091557644502674,0.000897848670169769,0.000880464147919489,0.000863416232075067,0.000846698405122198,0.000830304275741418,0.000814227576364674,0.000798462160779186,0.000783002001777728,0.000767841188854382,0.000752973925944924,0.000738394529210956,0.000724097424866941,0.000710077147049311,0.000696328335726841,0.000682845734651479,0.000669624189348846,0.000656658645147662,0.000643944145247306,0.00063147582882281,0.000619248929166536,0.000607258771865839,0.000595500773016006,0.000583970437467814
"7",0.000912634481757809,0.00089832662368965,0.000884243077552052,0.000870380326687106,0.000856734909569433,0.000843303418941831,0.00083008250096449,0.000817068854377537,0.000804259229676715,0.000791650428301977,0.000779239301838811,0.00076702275123208,0.000754997726012192,0.000743161223533391,0.000731510288224005,0.000720042010848436,0.000708753527780726,0.00069764202028951,0.000686704713834181,0.000675938877372084,0.000665341822676579,0.000654910903665793,0.000644643515741887,0.000634537095140697,0.000624589118291555,0.000614797101187161,0.000605158598763322,0.000595671204288423,0.000586332548762464,0.000577140300325525
"8",0.000806667753362141,0.000795625764200814,0.000784734922180464,0.000773993158338888,0.000763398432034659,0.000752948730559464,0.000742642068755741,0.000732476488639556,0.000722450059028636,0.000712560875175501,0.00070280705840561,0.000693186755760471,0.00068369813964562,0.000674339407483437,0.0006651087813707,0.000656004507740834,0.000647024857030781,0.000638168123352428,0.000629432624168543,0.000620816699973128,0.000612318713976163,0.000603937051792666,0.000595670121135994,0.00058751635151536,0.000579474193937477,0.000571542120612298,0.000563718624662771,0.000556002219838579,0.000548391440233787,0.000540884840008369
"9",0.000718914092827626,0.000709406235653532,0.000700024122777602,0.000690766091193312,0.000681630499887902,0.000672615729551504,0.000663720182290119,0.000654942281342375,0.000646280470800052,0.000637733215332289,0.00062929899991344,0.000620976329554533,0.00061276372903828,0.000604659742657591,0.00059666293395754,0.000588771885480759,0.00058098519851618,0.000573301492851116,0.00056571940652661,0.000558237595596026,0.000550854733886833,0.000543569512765531,0.000536380640905697,0.000529286844059093,0.000522286864829798,0.000515379462451336,0.000508563412566746,0.000501837507011555,0.000495200553599636,0.000488651375911883
"10",0.000658096663855931,0.000649044049817439,0.000640115961286263,0.000631310685320494,0.000622626532541027,0.000614061836807434,0.000605614954898301,0.00059728426619596,0.000589068172375554,0.000580965097098389,0.00057297348570949,0.000565091804939334,0.000557318542609667,0.000549652207343386,0.000542091328278401,0.000534634454785432,0.0005272801561897,0.000520027021496425,0.000512873659120128,0.000505818696617628,0.000498860780424734,0.000491998575596547,0.000485230765551336,0.000478556051817945,0.00047197315378666,0.000465480808463517,0.000459077770227985,0.000452762810593977,0.000446534717974156,0.000440392297447477
"11",0.000629383990329764,0.000620159416042399,0.000611070041842883,0.000602113886169445,0.0005932889965031,0.000584593448941982,0.000576025347781914,0.000567582825103135,0.000559264040363071,0.000551067179995081,0.000542990457013091,0.000535032110622006,0.000527190405833849,0.000519463633089515,0.000511850107886072,0.00050434817040953,0.000496956185172979,0.000489672540660045,0.000482495648973565,0.000475423945489409,0.00046845588851538,0.000461589958955114,0.000454824659976898,0.000448158516687355,0.0004415900758099,0.000435117905367914,0.000428740594372562,0.000422456752515182,0.000416265009864192,0.000410164016566426
"12",0.000634748825133002,0.000624989297137715,0.000615379825956902,0.000605918104404439,0.000596601860768151,0.000587428858264385,0.000578396894500971,0.000569503800948436,0.000560747442419353,0.000552125716555692,0.000543636553324056,0.000535277914518673,0.000527047793272038,0.000518944213573068,0.000510965229792676,0.000503108926216635,0.000495373416585623,0.00048775684364234,0.000480257378685595,0.000472873221131237,0.000465602598079851,0.000458443763891089,0.00045139499976455,0.000444454613327109,0.000437620938226581,0.000430892333731644,0.000424267184337901,0.000417743899380013,0.00041132091264978,0.000404996682020112
"13",0.000677068412500331,0.000666594054145576,0.000656281735816494,0.000646128950727559,0.000636133230873623,0.000626292146429982,0.00061660330516171,0.000607064351842149,0.000597672967680377,0.000588426869757546,0.000579323810471932,0.000570361576992575,0.000561537990721372,0.000552850906763484,0.000544298213405944,0.000535877831604328,0.000527587714477368,0.00051942584680938,0.000511390244560397,0.000503478954383869,0.000495690053151837,0.000488021647487443,0.000480471873304677,0.000473038895355242,0.000465720906782432,0.000458516128681906,0.000451422809669262,0.000444439225454301,0.000437563678421872,0.000430794497219207
"14",0.000756728898109474,0.000745460179357047,0.000734359267097327,0.000723423662464239,0.00071265090380321,0.000702038566117041,0.000691584260520025,0.000681285633700202,0.000671140367389617,0.000661146177842465,0.000651300815321011,0.000641602063589164,0.00063204773941359,0.00062263569207226,0.00061336380287031,0.000604229984663114,0.000595232181386456,0.000586368367593703,0.000577636547999869,0.000569034757032464,0.000560561058389034,0.000552213544601296,0.000543990336605753,0.000535889583320709,0.000527909461229585,0.000520048173970431,0.000512303951931566,0.000504675051853221,0.000497159756435129,0.00048975637394995
